Data from Absorbance__1__13-04-29-549.txt Node

Date: Sat Aug 24 13:04:29 CDT 2024
User: jcb200005
Spectrometer: USB4H00496
Trigger mode: 4
Integration Time (sec): 5.700000E-2
Scans to average: 25
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
177.67838	0.67749
177.89545	0.67749
178.1125	0.67749
178.32955	0.21524
178.54659	-0.04613
178.76362	-0
178.98064	-0
179.19766	0.18608
179.41466	-0.22595
179.63165	-0.03009
179.84864	-0
180.06561	-0.20927
180.28258	-0.22519
180.49954	-0
180.71649	-0
180.93343	-0
181.15036	-0.24414
181.36728	-0
181.5842	-0
181.8011	0.46875
182.01799	0.85001
182.23488	0.89142
182.45176	0.47354
182.66862	0.88531
182.88548	0.36463
183.10233	1.27521
183.31917	-0
183.53601	0.61331
183.75283	-0
183.96964	0.54853
184.18645	-0
184.40324	0.91667
184.62003	0.59067
184.83681	1.1158
185.05357	1.08611
185.27033	0.76634
185.48708	-0
185.70382	0.87963
185.92056	-0
186.13728	0.55823
186.35399	0.80773
186.5707	0.592
186.78739	0.88528
187.00408	0.6871
187.22076	0.99962
187.43742	-0
187.65408	1.61161
187.87073	0.37845
188.08737	0.91275
188.30401	-0
188.52063	0.92109
188.73724	0.85046
188.95385	0.91307
189.17044	0.52095
189.38703	1.19972
189.6036	-0
189.82017	-0
190.03673	0.66654
190.25328	1.16991
190.46982	1.06509
190.68635	0.91947
190.90287	0.76603
191.11939	1.0907
191.33589	0.71613
191.55239	0.81386
191.76887	-0
191.98535	-0
192.20182	1.07395
192.41827	-0
192.63472	0.99813
192.85116	0.88245
193.06759	1.37324
193.28401	1.22181
193.50043	0.96821
193.71683	1.36441
193.93322	-0
194.14961	1.63209
194.36598	1.19509
194.58235	0.87662
194.79871	1.49467
195.01506	1.42348
195.23139	1.50917
195.44772	1.07927
195.66404	1.00348
195.88036	0.90343
196.09666	0.97009
196.31295	1.40107
196.52923	1.30508
196.74551	0.89665
196.96177	1.2462
197.17803	2.29492
197.39428	1.27763
197.61051	0.9882
197.82674	1.43632
198.04296	1.06356
198.25917	0.98465
198.47537	1.15175
198.69156	2.96389
198.90775	2.61087
199.12392	1.23705
199.34008	1.57814
199.55624	1.2696
199.77238	-0
199.98852	1.06736
200.20465	-0
200.42076	2.43828
200.63687	2.37544
200.85297	1.70483
201.06906	1.36181
201.28514	1.38931
201.50121	-0
201.71727	1.63814
201.93333	2.37277
202.14937	-0
202.3654	2.29927
202.58143	0.90455
202.79744	1.92617
203.01345	1.2132
203.22945	-0
203.44544	1.58815
203.66141	1.21184
203.87738	-0
204.09334	1.655
204.30929	1.89915
204.52523	1.08802
204.74117	1.56223
204.95709	1.68629
205.173	1.49584
205.38891	-0
205.6048	1.67193
205.82069	1.41007
206.03656	1.93064
206.25243	-0
206.46829	1.69068
206.68413	1.68014
206.89997	2.03034
207.1158	1.263
207.33162	1.89058
207.54743	2.23953
207.76324	1.80656
207.97903	-0
208.19481	1.5773
208.41058	2.03081
208.62635	-0
208.8421	1.98856
209.05785	1.90943
209.27358	1.42171
209.48931	1.52048
209.70503	1.79349
209.92074	-0
210.13643	2.63332
210.35212	1.97703
210.5678	1.59893
210.78347	1.42248
210.99914	2.08765
211.21479	1.86761
211.43043	1.67971
211.64606	2.90558
211.86169	1.76487
212.0773	1.74839
212.29291	3.14011
212.5085	1.8569
212.72409	1.95871
212.93966	2.98037
213.15523	1.64211
213.37079	2.19447
213.58634	-0
213.80188	1.91459
214.01741	2.13868
214.23293	1.39805
214.44844	2.19373
214.66394	1.56026
214.87943	1.74469
215.09491	2.16157
215.31039	1.55114
215.52585	-0
215.7413	-0
215.95675	-0
216.17218	1.62129
216.38761	2.62826
216.60303	2.29871
216.81843	1.77965
217.03383	2.41984
217.24922	1.74715
217.4646	1.87448
217.67997	1.65108
217.89533	1.91347
218.11068	2.08541
218.32602	1.67076
218.54135	2.05674
218.75667	2.90308
218.97198	-0
219.18729	2.35972
219.40258	2.05403
219.61787	2.33769
219.83314	2.80664
220.04841	2.20622
220.26366	2.49792
220.47891	2.0358
220.69414	-0
220.90937	1.8893
221.12459	1.93431
221.3398	1.95381
221.555	1.98789
221.77019	1.99958
221.98536	2.0582
222.20054	3.04535
222.4157	2.29012
222.63085	2.03719
222.84599	2.07887
223.06112	2.25102
223.27624	2.36753
223.49136	2.65739
223.70646	2.32957
223.92155	2.3592
224.13664	2.53823
224.35171	1.91688
224.56678	1.95225
224.78184	3.05116
224.99688	2.28621
225.21192	1.91102
225.42695	2.05419
225.64196	2.12837
225.85697	2.91181
226.07197	2.61209
226.28696	2.16287
226.50194	2.32832
226.71691	-0
226.93187	2.71693
227.14682	2.29493
227.36176	3.04292
227.5767	2.76539
227.79162	3.07143
228.00653	3.42826
228.22143	2.56369
228.43633	2.09165
228.65121	2.11591
228.86609	3.0844
229.08095	2.85865
229.29581	2.35952
229.51065	2.83404
229.72549	2.21521
229.94031	-0
230.15513	2.58382
230.36994	2.19287
230.58474	2.26369
230.79952	2.19956
231.0143	2.80459
231.22907	3.78159
231.44383	-0
231.65858	-0
231.87332	2.98123
232.08805	2.50065
232.30277	2.63022
232.51748	2.66753
232.73218	2.42963
232.94688	2.61672
233.16156	2.85264
233.37623	2.75388
233.59089	2.99027
233.80555	2.50977
234.02019	3.01999
234.23483	2.31911
234.44945	2.95351
234.66406	2.21666
234.87867	2.64724
235.09327	2.23782
235.30785	2.74317
235.52243	2.88973
235.73699	2.40202
235.95155	2.93161
236.1661	2.57316
236.38064	2.4469
236.59516	2.23836
236.80968	2.27367
237.02419	2.35258
237.23869	2.68338
237.45318	2.63001
237.66766	2.25742
237.88213	3.42503
238.09659	2.46268
238.31104	2.39384
238.52548	2.22648
238.73991	2.32823
238.95433	2.42185
239.16874	-0
239.38314	-0
239.59754	2.94499
239.81192	3.20718
240.02629	2.54866
240.24066	3.62061
240.45501	-0
240.66935	-0
240.88369	2.32542
241.09801	2.36043
241.31232	3.37069
241.52663	2.36639
241.74092	-0
241.95521	2.64138
242.16949	2.66911
242.38375	3.10227
242.59801	-0
242.81225	2.92258
243.02649	-0
243.24072	2.85258
243.45493	2.45658
243.66914	2.69457
243.88334	2.91619
244.09753	2.87871
244.31171	2.65186
244.52587	3.24407
244.74003	3.34665
244.95418	2.55994
245.16832	2.75852
245.38245	2.517
245.59657	2.80839
245.81068	3.09294
246.02478	-0
246.23887	2.44558
